Project Name,Index,Classifier Name,Training Instances (%),Cost Sensitive,Sampling,Selection,Precision,Recall,F1,Kappa,AUC,True Positive,False Positive,True Negative,False Negative
OPENJPA,3,IBK,76.05002359603587,cost sensitive,no,no,0.37606837606837606,0.14965986394557823,0.21411192214111924,0.1683978763827482,0.7519405435747545,44.0,73.0,2678.0,250.0
OPENJPA,3,naive bayes,76.05002359603587,cost sensitive,no,feature selection,0.75,0.24489795918367346,0.3692307692307692,0.33775203297315315,0.8271648899472548,24.0,8.0,909.0,74.0
OPENJPA,3,random forest,76.05002359603587,cost sensitive,no,feature selection,0.5076923076923077,0.1683673469387755,0.2528735632183908,0.21512838306731394,0.7744405559388423,33.0,32.0,1802.0,163.0
OPENJPA,3,IBK,76.05002359603587,cost sensitive,no,feature selection,0.4095238095238095,0.14625850340136054,0.2155388471177945,0.173540926887007,0.7026671810127177,43.0,62.0,2689.0,251.0
OPENJPA,3,naive bayes,76.05002359603587,no,SMOTE,feature selection,0.7777777777777778,0.21428571428571427,0.33599999999999997,0.307098854280615,0.8294738833374135,21.0,6.0,911.0,77.0
OPENJPA,3,random forest,76.05002359603587,no,SMOTE,feature selection,0.5555555555555556,0.15306122448979592,0.24,0.20692037538142674,0.7703747802283399,30.0,24.0,1810.0,166.0
OPENJPA,3,IBK,76.05002359603587,no,SMOTE,feature selection,0.5060240963855421,0.14285714285714285,0.22281167108753314,0.18830362430981498,0.7613421959114435,42.0,41.0,2710.0,252.0
OPENJPA,4,naive bayes,80.38694992412746,no,no,no,0.42105263157894735,0.11428571428571428,0.17977528089887637,0.15536109929951028,0.8206431535269709,8.0,11.0,953.0,62.0
OPENJPA,4,random forest,80.38694992412746,no,no,no,0.42105263157894735,0.05714285714285714,0.10062893081761005,0.08583828966404133,0.6688370628334321,8.0,11.0,1917.0,132.0
OPENJPA,4,IBK,80.38694992412746,no,no,no,0.4,0.0380952380952381,0.06956521739130436,0.058480129350694146,0.6521273793058026,8.0,12.0,2880.0,202.0
OPENJPA,4,naive bayes,80.38694992412746,no,no,feature selection,0.25,0.04285714285714286,0.07317073170731707,0.0544351927612269,0.8334617664493184,3.0,9.0,955.0,67.0
OPENJPA,4,random forest,80.38694992412746,no,no,feature selection,0.25,0.02142857142857143,0.03947368421052632,0.02909549289977392,0.6170402341434499,3.0,9.0,1919.0,137.0
OPENJPA,4,IBK,80.38694992412746,no,no,feature selection,0.25,0.014285714285714285,0.027027027027027025,0.019853599452314186,0.6167152407297636,3.0,9.0,2883.0,207.0
OPENJPA,4,naive bayes,80.38694992412746,no,SMOTE,no,0.4117647058823529,0.1,0.16091954022988506,0.13811687866815897,0.8383743331357439,7.0,10.0,954.0,63.0
OPENJPA,4,random forest,80.38694992412746,no,SMOTE,no,0.4117647058823529,0.05,0.089171974522293,0.07561985021067974,0.685497554831061,7.0,10.0,1918.0,133.0
OPENJPA,4,IBK,80.38694992412746,no,SMOTE,no,0.3888888888888889,0.03333333333333333,0.06140350877192982,0.05126226246827248,0.654561022195877,7.0,11.0,2881.0,203.0
OPENJPA,4,naive bayes,80.38694992412746,cost sensitive,no,no,0.36363636363636365,0.11428571428571428,0.17391304347826086,0.14627151051625226,0.8206431535269709,8.0,14.0,950.0,62.0
OPENJPA,4,random forest,80.38694992412746,cost sensitive,no,no,0.36363636363636365,0.05714285714285714,0.09876543209876543,0.08188386406208183,0.6726029934795495,8.0,14.0,1914.0,132.0
OPENJPA,4,IBK,80.38694992412746,cost sensitive,no,no,0.34782608695652173,0.0380952380952381,0.06866952789699572,0.05605337775870659,0.6586206612658895,8.0,15.0,2877.0,202.0
OPENJPA,4,naive bayes,80.38694992412746,cost sensitive,no,feature selection,0.4117647058823529,0.1,0.16091954022988506,0.13811687866815897,0.8334617664493184,7.0,10.0,954.0,63.0
OPENJPA,4,random forest,80.38694992412746,cost sensitive,no,feature selection,0.4117647058823529,0.05,0.089171974522293,0.07561985021067974,0.6206802015411974,7.0,10.0,1918.0,133.0
OPENJPA,4,IBK,80.38694992412746,cost sensitive,no,feature selection,0.4117647058823529,0.03333333333333333,0.06167400881057269,0.05206208196678984,0.6325462688533228,7.0,10.0,2882.0,203.0
OPENJPA,4,naive bayes,80.38694992412746,no,SMOTE,feature selection,0.4,0.02857142857142857,0.05333333333333333,0.04471047495120368,0.8369665085951393,2.0,3.0,961.0,68.0
OPENJPA,4,random forest,80.38694992412746,no,SMOTE,feature selection,0.4,0.014285714285714285,0.027586206896551724,0.02302486095289152,0.6530342323651452,2.0,3.0,1925.0,138.0
OPENJPA,4,IBK,80.38694992412746,no,SMOTE,feature selection,0.4,0.009523809523809525,0.018604651162790697,0.015504715491178746,0.6238770335243364,2.0,3.0,2889.0,208.0
OPENJPA,5,naive bayes,83.11524515213621,no,no,no,0.44,0.11827956989247312,0.1864406779661017,0.15536277602523657,0.7335026496910526,11.0,14.0,964.0,82.0
OPENJPA,5,random forest,83.11524515213621,no,no,no,0.4857142857142857,0.0913978494623656,0.15384615384615385,0.1299151537268494,0.6825057171757152,17.0,18.0,1938.0,169.0
OPENJPA,5,IBK,83.11524515213621,no,no,no,0.49019607843137253,0.08960573476702509,0.15151515151515152,0.12811387900355908,0.6688509209783701,25.0,26.0,2908.0,254.0
OPENJPA,5,naive bayes,83.11524515213621,no,no,feature selection,0.46153846153846156,0.1935483870967742,0.2727272727272727,0.2333914910750231,0.7345526310002859,18.0,21.0,957.0,75.0
OPENJPA,5,random forest,83.11524515213621,no,no,feature selection,0.5,0.12903225806451613,0.20512820512820512,0.17576524912489747,0.6679475339182444,24.0,24.0,1932.0,162.0
OPENJPA,5,IBK,83.11524515213621,no,no,feature selection,0.5076923076923077,0.11827956989247312,0.19186046511627908,0.16444122648975382,0.6361860574209673,33.0,32.0,2902.0,246.0
OPENJPA,5,naive bayes,83.11524515213621,no,SMOTE,no,0.48,0.12903225806451613,0.20338983050847456,0.1729593848580441,0.7376915803593025,12.0,13.0,965.0,81.0
OPENJPA,5,random forest,83.11524515213621,no,SMOTE,no,0.5142857142857142,0.0967741935483871,0.16289592760180993,0.1392208740078456,0.6694001913054951,18.0,17.0,1939.0,168.0
OPENJPA,5,IBK,83.11524515213621,no,SMOTE,no,0.5192307692307693,0.0967741935483871,0.16314199395770393,0.1396692273561685,0.6582973566613648,27.0,25.0,2909.0,252.0
OPENJPA,5,naive bayes,83.11524515213621,cost sensitive,no,no,0.4827586206896552,0.15053763440860216,0.22950819672131148,0.19633106619407995,0.7335026496910526,14.0,15.0,963.0,79.0
OPENJPA,5,random forest,83.11524515213621,cost sensitive,no,no,0.42592592592592593,0.12365591397849462,0.19166666666666665,0.15879609386386834,0.6737169338346857,23.0,31.0,1925.0,163.0
OPENJPA,5,IBK,83.11524515213621,cost sensitive,no,no,0.4,0.11469534050179211,0.17827298050139276,0.1451912696931076,0.6674320108088826,32.0,48.0,2886.0,247.0
OPENJPA,5,naive bayes,83.11524515213621,cost sensitive,no,feature selection,0.41818181818181815,0.24731182795698925,0.31081081081081074,0.2632622506373166,0.7345526310002859,23.0,32.0,946.0,70.0
OPENJPA,5,random forest,83.11524515213621,cost sensitive,no,feature selection,0.3302752293577982,0.1935483870967742,0.24406779661016945,0.19223393569203653,0.6606856213030763,36.0,73.0,1883.0,150.0
OPENJPA,5,IBK,83.11524515213621,cost sensitive,no,feature selection,0.2962962962962963,0.17204301075268819,0.21768707482993196,0.16437687000061116,0.6306112002892793,48.0,114.0,2820.0,231.0
OPENJPA,5,naive bayes,83.11524515213621,no,SMOTE,feature selection,0.39215686274509803,0.21505376344086022,0.2777777777777778,0.2304439746300213,0.7361413461749896,20.0,31.0,947.0,73.0
OPENJPA,5,random forest,83.11524515213621,no,SMOTE,feature selection,0.42424242424242425,0.15053763440860216,0.2222222222222222,0.18515930687534965,0.6670446049651472,28.0,38.0,1918.0,158.0
OPENJPA,5,IBK,83.11524515213621,no,SMOTE,feature selection,0.4470588235294118,0.13620071684587814,0.2087912087912088,0.17534769566403008,0.636651494161884,38.0,47.0,2887.0,241.0
OPENJPA,6,naive bayes,85.45062643136198,no,no,no,0.7407407407407407,0.08968609865470852,0.16,0.12078710487753834,0.7121882047605842,20.0,7.0,850.0,203.0
OPENJPA,6,random forest,85.45062643136198,no,no,no,0.75,0.04708520179372197,0.08860759493670885,0.06581877012285998,0.6371094547147993,21.0,7.0,1707.0,425.0
OPENJPA,6,IBK,85.45062643136198,no,no,no,0.6976744186046512,0.04484304932735426,0.0842696629213483,0.060847019533677396,0.6273474577601499,30.0,13.0,2558.0,639.0
OPENJPA,6,naive bayes,85.45062643136198,no,no,feature selection,0.5945945945945946,0.09865470852017937,0.16923076923076924,0.11735994975368752,0.7057757010323843,22.0,15.0,842.0,201.0
OPENJPA,6,random forest,85.45062643136198,no,no,feature selection,0.6521739130434783,0.06726457399103139,0.12195121951219513,0.08668791255256032,0.6166815358613581,30.0,16.0,1698.0,416.0
OPENJPA,6,IBK,85.45062643136198,no,no,feature selection,0.7049180327868853,0.06427503736920777,0.11780821917808218,0.08627761122657317,0.5950026715131811,43.0,18.0,2553.0,626.0
OPENJPA,6,naive bayes,85.45062643136198,no,SMOTE,no,0.7241379310344828,0.09417040358744394,0.16666666666666666,0.12508776125851565,0.7123504141572176,21.0,8.0,849.0,202.0
OPENJPA,6,random forest,85.45062643136198,no,SMOTE,no,0.7419354838709677,0.0515695067264574,0.09643605870020965,0.07151719213139307,0.6385503712502159,23.0,8.0,1706.0,423.0
OPENJPA,6,IBK,85.45062643136198,no,SMOTE,no,0.6938775510204082,0.05082212257100149,0.0947075208913649,0.06845403178933797,0.6294271101320408,34.0,15.0,2556.0,635.0
OPENJPA,6,naive bayes,85.45062643136198,cost sensitive,no,no,0.75,0.09417040358744394,0.16733067729083664,0.12711916841974988,0.7121960536023567,21.0,7.0,850.0,202.0
OPENJPA,6,random forest,85.45062643136198,cost sensitive,no,no,0.5510204081632653,0.06053811659192825,0.1090909090909091,0.0711190335955813,0.6358837272579809,27.0,22.0,1692.0,419.0
OPENJPA,6,IBK,85.45062643136198,cost sensitive,no,no,0.48717948717948717,0.05680119581464873,0.10174029451137884,0.061261289269558906,0.6314782741152757,38.0,40.0,2531.0,631.0
OPENJPA,6,naive bayes,85.45062643136198,cost sensitive,no,feature selection,0.5555555555555556,0.15695067264573992,0.24475524475524477,0.16917751137893464,0.7057757010323843,35.0,28.0,829.0,188.0
OPENJPA,6,random forest,85.45062643136198,cost sensitive,no,feature selection,0.504424778761062,0.12780269058295965,0.2039355992844365,0.13142799310347328,0.6180138767522539,57.0,56.0,1658.0,389.0
OPENJPA,6,IBK,85.45062643136198,cost sensitive,no,feature selection,0.47530864197530864,0.11509715994020926,0.1853188929001203,0.1139903154037431,0.597577673010275,77.0,85.0,2486.0,592.0
OPENJPA,6,naive bayes,85.45062643136198,no,SMOTE,feature selection,0.5714285714285714,0.14349775784753363,0.22939068100358423,0.15974292910285715,0.7056762823699316,32.0,24.0,833.0,191.0
OPENJPA,6,random forest,85.45062643136198,no,SMOTE,feature selection,0.6285714285714286,0.09865470852017937,0.17054263565891473,0.12131696004258052,0.6152190350110669,44.0,26.0,1688.0,402.0
OPENJPA,6,IBK,85.45062643136198,no,SMOTE,feature selection,0.6666666666666666,0.08669656203288491,0.15343915343915346,0.11120026540547615,0.5937994731392285,58.0,29.0,2542.0,611.0
OPENJPA,7,naive bayes,87.55602736494457,no,no,no,0.6206896551724138,0.09375,0.16289592760180996,0.12090857088807674,0.6870715044418695,18.0,11.0,852.0,174.0
OPENJPA,7,random forest,87.55602736494457,no,no,no,0.6764705882352942,0.059895833333333336,0.11004784688995214,0.08289596059205377,0.6285335795674005,23.0,11.0,1715.0,361.0
OPENJPA,7,IBK,87.55602736494457,no,no,no,0.6415094339622641,0.059027777777777776,0.1081081081081081,0.07988893777312729,0.6140552578215527,34.0,19.0,2570.0,542.0
OPENJPA,7,naive bayes,87.55602736494457,no,no,feature selection,0.54,0.140625,0.2231404958677686,0.1599678116132313,0.686652061606798,27.0,23.0,840.0,165.0
OPENJPA,7,random forest,87.55602736494457,no,no,feature selection,0.5652173913043478,0.1015625,0.17218543046357618,0.12359692436516839,0.6385194874951718,39.0,30.0,1696.0,345.0
OPENJPA,7,IBK,87.55602736494457,no,no,feature selection,0.5913978494623656,0.0954861111111111,0.16442451420029897,0.11989261031842323,0.6170024221063474,55.0,38.0,2551.0,521.0
OPENJPA,7,naive bayes,87.55602736494457,no,SMOTE,no,0.6333333333333333,0.09895833333333333,0.17117117117117117,0.1282949391530828,0.6866762022016223,19.0,11.0,852.0,173.0
OPENJPA,7,random forest,87.55602736494457,no,SMOTE,no,0.6842105263157895,0.06770833333333333,0.12322274881516586,0.09351211514613848,0.6257619375241406,26.0,12.0,1714.0,358.0
OPENJPA,7,IBK,87.55602736494457,no,SMOTE,no,0.6557377049180327,0.06944444444444445,0.12558869701726846,0.0940101231708991,0.6127292015364147,40.0,21.0,2568.0,536.0
OPENJPA,7,naive bayes,87.55602736494457,cost sensitive,no,no,0.6333333333333333,0.09895833333333333,0.17117117117117117,0.1282949391530828,0.6870715044418695,19.0,11.0,852.0,173.0
OPENJPA,7,random forest,87.55602736494457,cost sensitive,no,no,0.5,0.09635416666666667,0.16157205240174674,0.10918390233390643,0.6284453155175743,37.0,37.0,1689.0,347.0
OPENJPA,7,IBK,87.55602736494457,cost sensitive,no,no,0.45689655172413796,0.0920138888888889,0.1531791907514451,0.09815379947368123,0.6168907718552852,53.0,63.0,2526.0,523.0
OPENJPA,7,naive bayes,87.55602736494457,cost sensitive,no,feature selection,0.43956043956043955,0.20833333333333334,0.2826855123674912,0.18760265684448507,0.686652061606798,40.0,51.0,812.0,152.0
OPENJPA,7,random forest,87.55602736494457,cost sensitive,no,feature selection,0.46,0.1796875,0.25842696629213485,0.1739723589774007,0.6308812524140595,69.0,81.0,1645.0,315.0
OPENJPA,7,IBK,87.55602736494457,cost sensitive,no,feature selection,0.46411483253588515,0.1684027777777778,0.24713375796178344,0.16634689050552257,0.6138483863353504,97.0,112.0,2477.0,479.0
OPENJPA,7,naive bayes,87.55602736494457,no,SMOTE,feature selection,0.4523809523809524,0.19791666666666666,0.2753623188405797,0.1850890608827304,0.6864136732329085,38.0,46.0,817.0,154.0
OPENJPA,7,random forest,87.55602736494457,no,SMOTE,feature selection,0.4953271028037383,0.13802083333333334,0.2158859470468432,0.14833189003537262,0.6282257869833913,53.0,54.0,1672.0,331.0
OPENJPA,7,IBK,87.55602736494457,no,SMOTE,feature selection,0.5298507462686567,0.1232638888888889,0.2,0.14099031815067187,0.6093240365220377,71.0,63.0,2526.0,505.0
OPENJPA,8,naive bayes,88.92385147891756,no,no,no,0.8125,0.06372549019607843,0.11818181818181818,0.09268707482993192,0.6992687333149222,13.0,3.0,849.0,191.0
OPENJPA,8,random forest,88.92385147891756,no,no,no,0.7894736842105263,0.03676470588235294,0.07025761124121781,0.05399404278364474,0.6073540918714904,15.0,4.0,1700.0,393.0
OPENJPA,8,IBK,88.92385147891756,no,no,no,0.7391304347826086,0.027777777777777776,0.05354330708661417,0.04011034883298867,0.5926593968312416,17.0,6.0,2550.0,595.0
OPENJPA,8,naive bayes,88.92385147891756,no,no,feature selection,0.6470588235294118,0.10784313725490197,0.18487394957983194,0.13725490196078444,0.6987048927552242,22.0,12.0,840.0,182.0
OPENJPA,8,random forest,88.92385147891756,no,no,feature selection,0.6,0.08088235294117647,0.14254859611231102,0.10130164119977335,0.6048822551320998,33.0,22.0,1682.0,375.0
OPENJPA,8,IBK,88.92385147891756,no,no,feature selection,0.6056338028169014,0.07026143790849673,0.1259150805270864,0.08933957358294335,0.5806375106119652,43.0,28.0,2528.0,569.0
OPENJPA,8,naive bayes,88.92385147891756,no,SMOTE,no,0.8235294117647058,0.06862745098039216,0.12669683257918554,0.09994700582935884,0.6985553024026512,14.0,3.0,849.0,190.0
OPENJPA,8,random forest,88.92385147891756,no,SMOTE,no,0.8,0.0392156862745098,0.07476635514018691,0.057754704737183714,0.595555871996686,16.0,4.0,1700.0,392.0
OPENJPA,8,IBK,88.92385147891756,no,SMOTE,no,0.75,0.029411764705882353,0.056603773584905655,0.042645778938206966,0.5850593758630213,18.0,6.0,2550.0,594.0
OPENJPA,8,naive bayes,88.92385147891756,cost sensitive,no,no,0.7647058823529411,0.06372549019607843,0.1176470588235294,0.09062003179650219,0.6992687333149222,13.0,4.0,848.0,191.0
OPENJPA,8,random forest,88.92385147891756,cost sensitive,no,no,0.6071428571428571,0.041666666666666664,0.0779816513761468,0.05452212957023748,0.5915270010586394,17.0,11.0,1693.0,391.0
OPENJPA,8,IBK,88.92385147891756,cost sensitive,no,no,0.5128205128205128,0.032679738562091505,0.06144393241167435,0.039205174940137755,0.5836299569384352,20.0,19.0,2537.0,592.0
OPENJPA,8,naive bayes,88.92385147891756,cost sensitive,no,feature selection,0.5555555555555556,0.14705882352941177,0.23255813953488372,0.1650373778033351,0.6987048927552242,30.0,24.0,828.0,174.0
OPENJPA,8,random forest,88.92385147891756,cost sensitive,no,feature selection,0.4492753623188406,0.15196078431372548,0.22710622710622708,0.1434634191346065,0.6019127427966492,62.0,76.0,1628.0,346.0
OPENJPA,8,IBK,88.92385147891756,cost sensitive,no,feature selection,0.41818181818181815,0.1503267973856209,0.22115384615384617,0.1325301204819277,0.5810472858940133,92.0,128.0,2428.0,520.0
OPENJPA,8,naive bayes,88.92385147891756,no,SMOTE,feature selection,0.5909090909090909,0.12745098039215685,0.20967741935483872,0.15151515151515177,0.6972751541931327,26.0,18.0,834.0,178.0
OPENJPA,8,random forest,88.92385147891756,no,SMOTE,feature selection,0.5970149253731343,0.09803921568627451,0.16842105263157894,0.1204898537523407,0.5988871340789838,40.0,27.0,1677.0,368.0
OPENJPA,8,IBK,88.92385147891756,no,SMOTE,feature selection,0.611764705882353,0.08496732026143791,0.14921090387374464,0.10714163501351673,0.5767104442194196,52.0,33.0,2523.0,560.0
OPENJPA,9,naive bayes,89.07782864617397,no,no,no,0.2413793103448276,0.12280701754385964,0.16279069767441862,0.13432344592092849,0.7803073330809037,7.0,22.0,1090.0,50.0
OPENJPA,9,random forest,89.07782864617397,no,no,no,0.2702702702702703,0.08771929824561403,0.1324503311258278,0.11121235512272105,0.7664592010602045,10.0,27.0,2197.0,104.0
OPENJPA,9,IBK,89.07782864617397,no,no,no,0.25925925925925924,0.08187134502923976,0.12444444444444443,0.10346129739283423,0.7420949205547842,14.0,40.0,3296.0,157.0
OPENJPA,9,naive bayes,89.07782864617397,no,no,feature selection,0.3076923076923077,0.2807017543859649,0.2935779816513761,0.25910957832961606,0.7808279692035845,16.0,36.0,1076.0,41.0
OPENJPA,9,random forest,89.07782864617397,no,no,feature selection,0.31868131868131866,0.2543859649122807,0.2829268292682927,0.25048087198119307,0.7385302284488199,29.0,62.0,2162.0,85.0
OPENJPA,9,IBK,89.07782864617397,no,no,feature selection,0.3253968253968254,0.23976608187134502,0.27609427609427606,0.24485246177466521,0.7078863225209306,41.0,85.0,3251.0,130.0
OPENJPA,9,naive bayes,89.07782864617397,no,SMOTE,no,0.29411764705882354,0.17543859649122806,0.21978021978021978,0.19027735773587112,0.7838097942698473,10.0,24.0,1088.0,47.0
OPENJPA,9,random forest,89.07782864617397,no,SMOTE,no,0.34782608695652173,0.14035087719298245,0.19999999999999998,0.1769235846773314,0.7692753691783415,16.0,30.0,2194.0,98.0
OPENJPA,9,IBK,89.07782864617397,no,SMOTE,no,0.31746031746031744,0.11695906432748537,0.17094017094017094,0.14858614527488634,0.7451345940791226,20.0,43.0,3293.0,151.0
OPENJPA,9,naive bayes,89.07782864617397,cost sensitive,no,no,0.22580645161290322,0.12280701754385964,0.1590909090909091,0.12917513942297965,0.7803073330809037,7.0,24.0,1088.0,50.0
OPENJPA,9,random forest,89.07782864617397,cost sensitive,no,no,0.2830188679245283,0.13157894736842105,0.17964071856287425,0.1534403560611259,0.7618050296604821,15.0,38.0,2186.0,99.0
OPENJPA,9,IBK,89.07782864617397,cost sensitive,no,no,0.2727272727272727,0.12280701754385964,0.1693548387096774,0.14341915243264813,0.7448094156253944,21.0,56.0,3280.0,150.0
OPENJPA,9,naive bayes,89.07782864617397,cost sensitive,no,feature selection,0.2926829268292683,0.42105263157894735,0.3453237410071942,0.30536165544621724,0.7808279692035845,24.0,58.0,1054.0,33.0
OPENJPA,9,random forest,89.07782864617397,cost sensitive,no,feature selection,0.23529411764705882,0.42105263157894735,0.3018867924528302,0.2552986346653809,0.749445838066389,48.0,156.0,2068.0,66.0
OPENJPA,9,IBK,89.07782864617397,cost sensitive,no,feature selection,0.2113564668769716,0.391812865497076,0.27459016393442626,0.2255293505560191,0.717183270927118,67.0,250.0,3086.0,104.0
OPENJPA,9,naive bayes,89.07782864617397,no,SMOTE,feature selection,0.29850746268656714,0.3508771929824561,0.3225806451612903,0.2849007413449072,0.7844803104884513,20.0,47.0,1065.0,37.0
OPENJPA,9,random forest,89.07782864617397,no,SMOTE,feature selection,0.308411214953271,0.2894736842105263,0.2986425339366516,0.2638868011911391,0.7415159977281333,33.0,74.0,2150.0,81.0
OPENJPA,9,IBK,89.07782864617397,no,SMOTE,feature selection,0.3103448275862069,0.2631578947368421,0.28481012658227844,0.25130783225740655,0.7110250396174289,45.0,100.0,3236.0,126.0
OPENJPA,10,naive bayes,89.96385643439523,no,no,no,0.46153846153846156,0.17142857142857143,0.25000000000000006,0.2254018597275281,0.7230236400610066,12.0,14.0,1110.0,58.0
OPENJPA,10,random forest,89.96385643439523,no,no,no,0.3888888888888889,0.1,0.1590909090909091,0.13842733442546282,0.7105474707676664,14.0,22.0,2226.0,126.0
OPENJPA,10,IBK,89.96385643439523,no,no,no,0.32075471698113206,0.08095238095238096,0.12927756653992398,0.10820542592677074,0.6995014969214257,17.0,36.0,3336.0,193.0
OPENJPA,10,naive bayes,89.96385643439523,no,no,feature selection,0.4634146341463415,0.2714285714285714,0.34234234234234234,0.3125699954256516,0.7273830706659888,19.0,22.0,1102.0,51.0
OPENJPA,10,random forest,89.96385643439523,no,no,feature selection,0.44594594594594594,0.2357142857142857,0.30841121495327106,0.27918549821338273,0.6874650482968988,33.0,41.0,2207.0,107.0
OPENJPA,10,IBK,89.96385643439523,no,no,feature selection,0.42990654205607476,0.21904761904761905,0.2902208201892745,0.26097194636854293,0.6583785234141106,46.0,61.0,3311.0,164.0
